전표일자,전표번호,계정코드,계정과목,차변금액,대변금액,거래처,승인일자,프로젝트코드
2016-01-01,1,53100,지급수수료,"832,000",0,01404,2016-01-01,0001
2016-01-01,1,13500,부가세대급금,"83,200",0,01404,2016-01-01,
2016-01-01,1,25300,미지급금,0,"915,200",01404,2016-01-01,0031
2016-01-01,2,53100,지급수수료,"120,340",0,02161,2016-01-01,0026
2016-01-01,2,13500,부가세대급금,"12,034",0,02161,2016-01-01,
2016-01-01,2,25300,미지급금,0,"132,374",02161,2016-01-01,0033
2016-01-01,4,13500,부가세대급금,"740,396",0,05221,2016-01-01,
2016-01-01,4,25300,미지급금,0,"740,396",05221,2016-01-01,0031
2016-01-01,6,82300,경상연구개발비,"4,723,200",0,05337,2016-01-01,0018
2016-01-01,6,81900,임차료,"777,726",0,05337,2016-01-01,0009
2016-01-01,6,13100,선급금,0,"5,500,926",05337,2016-01-01,
2016-01-01,7,81100,복리후생비,"4,000,000",0,05676,2016-01-01,0001
2016-01-01,7,13100,선급금,0,"4,000,000",05676,2016-01-01,
2016-01-01,8,82300,경상연구개발비,"1,400,000",0,05709,2016-01-01,0018
2016-01-01,8,13100,선급금,0,"1,400,000",05709,2016-01-01,
2016-01-01,9,10800,외상매출금,"41,875,560",0,01403,2016-01-01,0006
2016-01-01,9,25500,부가세예수금,0,0,01403,2016-01-01,
2016-01-01,9,40400,제품매출,0,"41,875,560",01403,2016-01-01,0006
2016-01-01,10,10800,외상매출금,"24,963,600",0,01791,2016-01-01,0006
2016-01-01,10,25500,부가세예수금,0,0,01791,2016-01-01,
2016-01-01,10,40400,제품매출,0,"24,963,600",01791,2016-01-01,0006
2016-01-01,11,10800,외상매출금,"5,625,600",0,03286,2016-01-01,0006
2016-01-01,11,25500,부가세예수금,0,0,03286,2016-01-01,
2016-01-01,11,40400,제품매출,0,"5,625,600",03286,2016-01-01,0006
2016-01-01,12,10800,외상매출금,0,"582,544,710",00304,2016-01-01,
2016-01-01,12,13300,선급비용,"-3,056,378",0,00304,2016-01-01,
2016-01-01,12,93100,이자비용,"3,056,378",0,00304,2016-01-01,
2016-01-01,12,26000,단기차입금,"582,544,710",0,,2016-01-01,
2016-01-01,13,13100,선급금,"2,000,000",0,00304,2016-01-01,
2016-01-01,13,18800,장기지급보증금,0,"2,000,000",00304,2016-01-01,
2016-01-01,14,93200,외환차손,"7,554,460",0,00304,2016-01-01,0006
2016-01-01,14,25900,선수금,0,"7,554,460",05280,2016-01-01,0006
2016-01-01,15,25900,선수금,"59,242,438",0,05058,2016-01-01,0007
2016-01-01,15,10800,외상매출금,0,"59,242,438",05086,2016-01-01,0007
2016-01-01,16,10800,외상매출금,"12,657,286",0,04315,2016-01-01,0006
2016-01-01,16,90700,외환차익,0,"12,657,286",04315,2016-01-01,0006
2016-01-01,17,13300,선급비용,"-73,201,226",0,,2016-01-01,
2016-01-01,17,82100,보험료,"54,481,162",0,,2016-01-01,0001
2016-01-01,17,52100,보험료,"18,720,064",0,,2016-01-01,0001
2016-01-01,18,93100,이자비용,"-35,765,164",0,,2016-01-01,
2016-01-01,18,26200,미지급비용,0,"-35,765,164",,2016-01-01,
2016-01-01,99,10100,현금,220,0,01403,2016-01-01,0006
2016-01-01,99,25500,부가세예수금,0,20,01403,2016-01-01,
2016-01-01,99,40400,제품매출,0,200,01403,2016-01-01,0006
2016-01-01,100,10100,현금,0,110,01403,2016-01-01,0006
2016-01-01,100,13500,부가세대급금,10,0,01403,2016-01-01,
2016-01-01,100,14600,상품,100,0,01403,2016-01-01,0006
2016-01-01,101,10100,현금,500,0,01403,2016-01-01,0006
2016-01-01,101,25500,부가세예수금,0,0,01403,2016-01-01,
2016-01-01,101,40400,제품매출,0,500,01403,2016-01-01,0006
2016-01-01,102,10100,현금,0,660,01403,2016-01-01,0006
2016-01-01,102,13500,부가세대급금,0,0,01403,2016-01-01,
2016-01-01,102,14600,상품,660,0,01403,2016-01-01,0006
2016-01-02,1,82100,보험료,"2,397,820",0,98025,2016-01-02,0001
2016-01-02,1,13100,선급금,0,"2,397,820",98025,2016-01-02,
2016-01-02,2,10800,외상매출금,"8,205,636",0,00845,2016-01-02,0008
2016-01-02,2,25500,부가세예수금,0,0,00845,2016-01-02,
2016-01-02,2,40400,제품매출,0,"8,205,636",00845,2016-01-02,0008
2016-01-03,1,52100,보험료,"535,800",0,03640,2016-01-03,0015
2016-01-03,1,13100,선급금,0,"535,800",03640,2016-01-03,
2016-01-03,3,13500,부가세대급금,"42,744",0,00557,2016-01-03,
2016-01-03,3,13500,부가세대급금,"197,058",0,00557,2016-01-03,
2016-01-03,3,13500,부가세대급금,"69,710",0,00557,2016-01-03,
2016-01-03,3,25300,미지급금,0,"309,512",00557,2016-01-03,0031
2016-01-03,3,13500,부가세대급금,"17,234",0,00557,2016-01-03,
2016-01-03,3,81100,복리후생비,"-17,234",0,00557,2016-01-03,0003
2016-01-03,4,10800,외상매출금,"170,733,444",0,02134,2016-01-03,0006
2016-01-03,4,25500,부가세예수금,0,0,02134,2016-01-03,
2016-01-03,4,40400,제품매출,0,"170,733,444",02134,2016-01-03,0006
2016-01-03,5,10800,외상매출금,"416,409,256",0,01384,2016-01-03,0006
2016-01-03,5,25500,부가세예수금,0,0,01384,2016-01-03,
2016-01-03,5,40400,제품매출,0,"416,409,256",01384,2016-01-03,0006
2016-01-04,1,93300,기부금,"8,000,000",0,04621,2016-01-04,0003
2016-01-04,1,25300,미지급금,"1,804,000",0,05712,2016-01-04,
2016-01-04,1,25300,미지급금,"484,000",0,04780,2016-01-04,
2016-01-04,1,25300,미지급금,"46,200",0,05731,2016-01-04,
2016-01-04,1,51100,복리후생비,"300,000",0,,2016-01-04,0044
2016-01-04,1,51100,복리후생비,"600,000",0,,2016-01-04,0046
2016-01-04,1,25300,미지급금,"116,600",0,03857,2016-01-04,
2016-01-04,1,83100,지급수수료,"900,000",0,,2016-01-04,0028
2016-01-04,1,25300,미지급금,"10,340,000",0,05206,2016-01-04,
2016-01-04,1,25300,미지급금,"8,470,000",0,04959,2016-01-04,
2016-01-04,1,52500,교육훈련비,"240,000",0,05734,2016-01-04,0001
2016-01-04,1,82500,교육훈련비,"360,000",0,05734,2016-01-04,0001
2016-01-04,1,10300,보통예금,0,"31,770,800",98003,2016-01-04,
2016-01-04,1,13100,선급금,"110,000",0,05712,2016-01-04,
2016-01-04,5,10800,외상매출금,"1,143,074",0,05270,2016-01-04,0006
2016-01-04,5,40100,상품매출,0,"1,039,158",05270,2016-01-04,0006
2016-01-04,5,25500,부가세예수금,0,"103,916",05270,2016-01-04,
2016-01-04,6,83100,지급수수료,"360,000",0,04884,2016-01-04,0001
2016-01-04,6,13500,부가세대급금,"36,000",0,04884,2016-01-04,
2016-01-04,6,25300,미지급금,0,"396,000",04884,2016-01-04,0031
2016-01-04,8,10300,보통예금,"11,448,024",0,98002,2016-01-04,
2016-01-04,8,10800,외상매출금,0,"4,311,582",00206,2016-01-04,0008
2016-01-04,8,10800,외상매출금,0,"7,528,518",00206,2016-01-04,0008
2016-01-04,8,93200,외환차손,"392,076",0,98002,2016-01-04,
2016-01-04,9,10300,보통예금,"7,161,084",0,98002,2016-01-04,
2016-01-04,9,25900,선수금,0,"7,161,084",04332,2016-01-04,0008
2016-01-04,10,10300,보통예금,"4,526,370",0,98002,2016-01-04,
2016-01-04,10,25900,선수금,0,"4,526,370",03127,2016-01-04,0008
2016-01-04,11,10300,보통예금,"39,662,144",0,98002,2016-01-04,
2016-01-04,11,93200,외환차손,"387,028",0,98002,2016-01-04,
2016-01-04,11,10800,외상매출금,0,"40,049,172",01968,2016-01-04,0008
2016-01-04,12,10300,보통예금,"48,063,720",0,98010,2016-01-04,
2016-01-04,12,10800,외상매출금,0,"10,395,640",02436,2016-01-04,0006
2016-01-04,12,10800,외상매출금,0,"33,167,600",02436,2016-01-04,0006
2016-01-04,12,10800,외상매출금,0,"2,930,000",05666,2016-01-04,0006
2016-01-04,12,10800,외상매출금,0,"3,750,400",01081,2016-01-04,0006
2016-01-04,12,93200,외환차손,"2,179,920",0,98010,2016-01-04,0006
2016-01-04,13,10300,보통예금,"880,000",0,98001,2016-01-04,
2016-01-04,13,10300,보통예금,"880,000",0,98001,2016-01-04,
2016-01-04,13,10300,보통예금,"500,000",0,98001,2016-01-04,
2016-01-04,13,10800,외상매출금,0,"880,000",05614,2016-01-04,0007
2016-01-04,13,10800,외상매출금,0,"880,000",05615,2016-01-04,0007
2016-01-04,13,10800,외상매출금,0,"500,000",04850,2016-01-04,0007
2016-01-04,14,53100,지급수수료,"800,000",0,01879,2016-01-04,0001
2016-01-04,14,13500,부가세대급금,"80,000",0,01879,2016-01-04,
2016-01-04,14,25300,미지급금,0,"880,000",01879,2016-01-04,0031
2016-01-04,15,51100,복리후생비,"500,800",0,01948,2016-01-04,0013
2016-01-04,15,51100,복리후생비,"85,620",0,01948,2016-01-04,0015
2016-01-04,15,13500,부가세대급금,0,0,01948,2016-01-04,
2016-01-04,15,25300,미지급금,0,"586,420",01948,2016-01-04,0031
2016-01-04,17,10800,외상매출금,"-44,000,000",0,05421,2016-01-04,0017
2016-01-04,17,40400,제품매출,0,"-40,000,000",05421,2016-01-04,0017
2016-01-04,17,25500,부가세예수금,0,"-4,000,000",05421,2016-01-04,
2016-01-04,18,10800,외상매출금,"1,712,000",0,04035,2016-01-04,0007
2016-01-04,18,40400,제품매출,0,"1,556,364",04035,2016-01-04,0007
2016-01-04,18,25500,부가세예수금,0,"155,636",04035,2016-01-04,
2016-01-04,19,10800,외상매출금,"440,000",0,04899,2016-01-04,0007
2016-01-04,19,40400,제품매출,0,"400,000",04899,2016-01-04,0007
2016-01-04,19,25500,부가세예수금,0,"40,000",04899,2016-01-04,
2016-01-04,20,10800,외상매출금,"1,000,000",0,02789,2016-01-04,0007
2016-01-04,20,40100,상품매출,0,"909,092",02789,2016-01-04,0007
2016-01-04,20,25500,부가세예수금,0,"90,908",02789,2016-01-04,
2016-01-04,21,10800,외상매출금,"5,230,000",0,05646,2016-01-04,0007
2016-01-04,21,40400,제품매출,0,"4,500,000",05646,2016-01-04,0007
2016-01-04,21,40100,상품매출,0,"254,546",05646,2016-01-04,0007
2016-01-04,21,25500,부가세예수금,0,"475,454",05646,2016-01-04,
2016-01-04,22,10800,외상매출금,"1,500,000",0,04790,2016-01-04,0007
2016-01-04,22,40100,상품매출,0,"1,363,638",04790,2016-01-04,0007
2016-01-04,22,25500,부가세예수금,0,"136,362",04790,2016-01-04,
2016-01-04,23,10800,외상매출금,"2,680,000",0,04720,2016-01-04,0007
2016-01-04,23,40400,제품매출,0,"2,436,364",04720,2016-01-04,0007
2016-01-04,23,25500,부가세예수금,0,"243,636",04720,2016-01-04,
2016-01-04,24,13500,부가세대급금,"930,000",0,04953,2016-01-04,
2016-01-04,24,25100,외상매입금,0,"930,000",04953,2016-01-04,0031
2016-01-04,25,10800,외상매출금,"1,359,520",0,04607,2016-01-04,0008
2016-01-04,25,25500,부가세예수금,0,0,04607,2016-01-04,
2016-01-04,25,40100,상품매출,0,"1,359,520",04607,2016-01-04,0008
2016-01-04,26,82500,교육훈련비,"3,300,000",0,04804,2016-01-04,0003
2016-01-04,26,13100,선급금,0,"3,300,000",04804,2016-01-04,
2016-01-04,27,10800,외상매출금,"117,668",0,02601,2016-01-04,0008
2016-01-04,27,25500,부가세예수금,0,0,02601,2016-01-04,
2016-01-04,27,40400,제품매출,0,"117,668",02601,2016-01-04,0008
2016-01-04,28,53000,소모품비,"200,000",0,02620,2016-01-04,0015
2016-01-04,28,13500,부가세대급금,"20,000",0,02620,2016-01-04,
2016-01-04,28,25300,미지급금,0,"220,000",02620,2016-01-04,0033
2016-01-04,29,14900,원재료,"624,000",0,03438,2016-01-04,0015
2016-01-04,29,13500,부가세대급금,"62,400",0,03438,2016-01-04,
2016-01-04,29,25100,외상매입금,0,"686,400",03438,2016-01-04,0033
2016-01-04,30,14900,원재료,"17,600,000",0,04374,2016-01-04,0015
2016-01-04,30,13500,부가세대급금,"1,760,000",0,04374,2016-01-04,
2016-01-04,30,25100,외상매입금,0,"19,360,000",04374,2016-01-04,0033
2016-01-04,31,14900,원재료,"6,400,000",0,05702,2016-01-04,0015
2016-01-04,31,13500,부가세대급금,"640,000",0,05702,2016-01-04,
2016-01-04,31,25100,외상매입금,0,"7,040,000",05702,2016-01-04,0031
2016-01-04,32,17600,장기성예금,"10,000,000",0,98009,2016-01-04,
2016-01-04,32,10300,보통예금,0,"10,000,000",98009,2016-01-04,
2016-01-04,33,10300,보통예금,"2,080,820",0,98011,2016-01-04,
2016-01-04,33,10300,보통예금,0,"2,616,620",98003,2016-01-04,
2016-01-04,33,25600,당좌차월,"535,800",0,98011,2016-01-04,
2016-01-04,34,93100,이자비용,"2,080,820",0,98011,2016-01-04,
2016-01-04,34,10300,보통예금,0,"2,080,820",98011,2016-01-04,
2016-01-04,34,93100,이자비용,"5,520,546",0,98001,2016-01-04,
2016-01-04,34,10300,보통예금,0,"5,520,546",98001,2016-01-04,
2016-01-04,35,83100,지급수수료,"23,968",0,,2016-01-04,0006
2016-01-04,35,10300,보통예금,0,"23,968",98003,2016-01-04,
2016-01-05,1,10300,보통예금,"120,000,000",0,98003,2016-01-05,
2016-01-05,1,10300,보통예금,0,"120,000,000",98001,2016-01-05,
2016-01-05,2,25300,미지급금,"45,600,000",0,05565,2016-01-05,
2016-01-05,2,13100,선급금,"8,558,000",0,04061,2016-01-05,0006
2016-01-05,2,25300,미지급금,"66,000",0,05378,2016-01-05,
2016-01-05,2,13100,선급금,"3,000,000",0,03883,2016-01-05,
2016-01-05,2,13100,선급금,"2,046,000",0,04539,2016-01-05,0050
2016-01-05,2,25100,외상매입금,"115,610,402",0,03777,2016-01-05,
2016-01-05,2,25100,외상매입금,"18,389,598",0,03777,2016-01-05,
2016-01-05,2,10300,보통예금,0,"193,270,000",98003,2016-01-05,
2016-01-05,3,93100,이자비용,"5,440,000",0,98003,2016-01-05,
2016-01-05,3,93100,이자비용,"868,020",0,98003,2016-01-05,
2016-01-05,3,10300,보통예금,0,"6,308,020",98003,2016-01-05,
2016-01-05,4,13500,부가세대급금,"16,232,920",0,00553,2016-01-05,
2016-01-05,4,10300,보통예금,0,"16,232,920",98003,2016-01-05,
2016-01-05,7,10300,보통예금,"10,000,000",0,98009,2016-01-05,
2016-01-05,7,10300,보통예금,0,"10,000,000",98003,2016-01-05,
2016-01-05,9,25300,미지급금,"3,932,480",0,00304,2016-01-05,
2016-01-05,9,83100,지급수수료,"36,000",0,98003,2016-01-05,0002
2016-01-05,9,10300,보통예금,0,"36,000",98003,2016-01-05,
2016-01-05,9,10300,보통예금,0,"3,962,668",98004,2016-01-05,
2016-01-05,9,93200,외환차손,"30,188",0,98004,2016-01-05,
2016-01-05,10,13100,선급금,"9,839,164",0,04181,2016-01-05,0050
2016-01-05,10,83100,지급수수료,"93,988",0,,2016-01-05,0002
2016-01-05,10,10300,보통예금,0,"9,839,164",98004,2016-01-05,
2016-01-05,10,10300,보통예금,0,"93,988",98003,2016-01-05,
2016-01-05,11,25100,외상매입금,"579,906,536",0,03097,2016-01-05,
2016-01-05,11,83100,지급수수료,"66,000",0,98015,2016-01-05,0002
2016-01-05,11,10300,보통예금,0,"66,000",98015,2016-01-05,
2016-01-05,11,10300,보통예금,0,"586,042,066",98016,2016-01-05,
2016-01-05,11,93200,외환차손,"6,135,530",0,98016,2016-01-05,
2016-01-05,12,13100,선급금,"146,230,864",0,04473,2016-01-05,
2016-01-05,12,83100,지급수수료,"66,000",0,98003,2016-01-05,0002
2016-01-05,12,10300,보통예금,0,"146,296,864",98003,2016-01-05,
2016-01-05,13,10300,보통예금,"200,000,000",0,98003,2016-01-05,
2016-01-05,13,25600,당좌차월,0,"200,000,000",98011,2016-01-05,
2016-01-05,14,25600,당좌차월,"200,000,000",0,98011,2016-01-05,
2016-01-05,14,10300,보통예금,0,"160,000,000",98001,2016-01-05,
2016-01-05,14,10300,보통예금,0,"40,000,000",98003,2016-01-05,
2016-01-05,15,14600,상품,"5,600,000",0,04061,2016-01-05,0006
2016-01-05,15,14600,상품,"2,180,000",0,04061,2016-01-05,0006
2016-01-05,15,13500,부가세대급금,"778,000",0,04061,2016-01-05,
2016-01-05,15,13100,선급금,0,"8,558,000",04061,2016-01-05,
2016-01-05,17,10800,외상매출금,"1,728,000",0,03937,2016-01-05,0007
2016-01-05,17,40400,제품매출,0,"1,080,000",03937,2016-01-05,0007
2016-01-05,17,40100,상품매출,0,"490,910",03937,2016-01-05,0007
2016-01-05,17,25500,부가세예수금,0,"157,090",03937,2016-01-05,
2016-01-05,18,10300,보통예금,"1,728,000",0,98001,2016-01-05,
2016-01-05,18,10800,외상매출금,0,"1,728,000",03937,2016-01-05,0007
2016-01-05,19,10800,외상매출금,"28,778,354",0,05536,2016-01-05,0006
2016-01-05,19,40100,상품매출,0,"26,162,140",05536,2016-01-05,0006
2016-01-05,19,25500,부가세예수금,0,"2,616,214",05536,2016-01-05,
2016-01-05,20,10800,외상매출금,"15,922,500",0,03909,2016-01-05,0006
2016-01-05,20,40400,제품매출,0,"14,475,000",03909,2016-01-05,0006
2016-01-05,20,25500,부가세예수금,0,"1,447,500",03909,2016-01-05,
2016-01-05,21,10300,보통예금,"3,671,660",0,98002,2016-01-05,
2016-01-05,21,25900,선수금,0,"3,671,660",03633,2016-01-05,0008
2016-01-05,22,10300,보통예금,"21,875,266",0,98002,2016-01-05,
2016-01-05,22,10800,외상매출금,0,"21,294,250",05365,2016-01-05,0008
2016-01-05,22,90700,외환차익,0,"581,016",98002,2016-01-05,
2016-01-05,23,10300,보통예금,"241,200",0,98001,2016-01-05,
2016-01-05,23,10300,보통예금,"88,000",0,98001,2016-01-05,
2016-01-05,23,10800,외상매출금,0,"241,200",04717,2016-01-05,0007
2016-01-05,23,10800,외상매출금,0,"80,000",04932,2016-01-05,0007
2016-01-05,23,25900,선수금,0,"8,000",04932,2016-01-05,0007
2016-01-05,25,13500,부가세대급금,"702,000",0,04167,2016-01-05,
2016-01-05,25,25300,미지급금,0,"702,000",04167,2016-01-05,0031
2016-01-05,26,14900,원재료,"13,700,000",0,02766,2016-01-05,0015
2016-01-05,26,13500,부가세대급금,"1,370,000",0,02766,2016-01-05,
2016-01-05,26,25300,미지급금,0,"15,070,000",02766,2016-01-05,0031
2016-01-05,27,10800,외상매출금,"1,500,000",0,05151,2016-01-05,0007
2016-01-05,27,40100,상품매출,0,"1,363,638",05151,2016-01-05,0007
2016-01-05,27,25500,부가세예수금,0,"136,362",05151,2016-01-05,
2016-01-05,28,25900,선수금,"353,550",0,04892,2016-01-05,0008
2016-01-05,28,25500,부가세예수금,0,0,04892,2016-01-05,
2016-01-05,28,40400,제품매출,0,"355,526",04892,2016-01-05,0008
2016-01-05,28,93200,외환차손,"1,976",0,04892,2016-01-05,0008
2016-01-05,29,82300,경상연구개발비,"6,572,380",0,05503,2016-01-05,0009
2016-01-05,29,13500,부가세대급금,"657,238",0,05503,2016-01-05,
2016-01-05,29,25300,미지급금,0,"7,229,618",05503,2016-01-05,0031
2016-01-05,30,83400,전시회비,"4,080,810",0,01755,2016-01-05,0017
2016-01-05,30,13500,부가세대급금,0,0,01755,2016-01-05,
2016-01-05,30,25300,미지급금,0,"4,080,810",01755,2016-01-05,0031
2016-01-05,31,13500,부가세대급금,"14,780",0,01707,2016-01-05,
2016-01-05,31,13500,부가세대급금,"49,306",0,01707,2016-01-05,
2016-01-05,31,13500,부가세대급금,"2,970",0,01707,2016-01-05,
2016-01-05,31,13500,부가세대급금,"12,080",0,01707,2016-01-05,
2016-01-05,31,13500,부가세대급금,"12,740",0,01707,2016-01-05,
2016-01-05,31,13500,부가세대급금,"12,250",0,01707,2016-01-05,
2016-01-05,31,13500,부가세대급금,"12,650",0,01707,2016-01-05,
2016-01-05,31,81400,통신비,"-116,776",0,01707,2016-01-05,0003
2016-01-05,33,82500,교육훈련비,"3,000,000",0,03883,2016-01-05,0003
2016-01-05,33,13500,부가세대급금,0,0,03883,2016-01-05,
2016-01-05,33,13100,선급금,0,"3,000,000",03883,2016-01-05,
2016-01-05,34,13500,부가세대급금,"7,622",0,02934,2016-01-05,
2016-01-05,34,13500,부가세대급금,"9,802",0,02934,2016-01-05,
2016-01-05,34,13500,부가세대급금,"4,850",0,02934,2016-01-05,
2016-01-05,34,81400,통신비,"-22,274",0,02934,2016-01-05,0001
2016-01-05,35,10800,외상매출금,"44,707,324",0,03823,2016-01-05,0006
2016-01-05,35,25500,부가세예수금,0,0,03823,2016-01-05,
2016-01-05,35,40400,제품매출,0,"44,707,324",03823,2016-01-05,0006
2016-01-05,36,25900,선수금,"11,108,216",0,04826,2016-01-05,0006
2016-01-05,36,25500,부가세예수금,0,0,04826,2016-01-05,
2016-01-05,36,40400,제품매출,0,"11,378,754",04826,2016-01-05,0006
2016-01-05,36,93200,외환차손,"270,538",0,04826,2016-01-05,0006
2016-01-05,37,10800,외상매출금,"12,371,196",0,01905,2016-01-05,0006
2016-01-05,37,25500,부가세예수금,0,0,01905,2016-01-05,
2016-01-05,37,40400,제품매출,0,"12,371,196",01905,2016-01-05,0006
2016-01-05,38,10800,외상매출금,"65,247,758",0,02689,2016-01-05,0006
2016-01-05,38,25500,부가세예수금,0,0,02689,2016-01-05,
2016-01-05,38,40400,제품매출,0,"65,247,758",02689,2016-01-05,0006
2016-01-05,39,10100,현금,"23,200,000",0,,2016-01-05,
2016-01-05,39,10300,보통예금,0,"23,200,000",98009,2016-01-05,
2016-01-05,40,81200,여비교통비,"6,000,000",0,,2016-01-05,0003
2016-01-05,40,10300,보통예금,0,"6,000,000",98009,2016-01-05,
2016-01-05,41,10300,보통예금,"586,042,066",0,98016,2016-01-05,
2016-01-05,41,10300,보통예금,"66,000",0,98015,2016-01-05,
2016-01-05,41,10300,보통예금,0,"586,042,066",98010,2016-01-05,
2016-01-05,41,10300,보통예금,0,"76,000",98009,2016-01-05,
2016-01-05,41,83100,지급수수료,"10,000",0,98009,2016-01-05,0002
2016-01-05,42,10300,보통예금,"147,007,592",0,98001,2016-01-05,
2016-01-05,42,10300,보통예금,"16,093,926",0,98001,2016-01-05,
2016-01-05,42,10300,보통예금,0,"161,369,244",98002,2016-01-05,
2016-01-05,42,90700,외환차익,0,"1,732,274",,2016-01-05,
2016-01-05,43,81200,여비교통비,"23,200,000",0,,2016-01-05,0003
2016-01-05,43,83000,소모품비,"10,600",0,,2016-01-05,0001
2016-01-05,43,81200,여비교통비,"160,000",0,,2016-01-05,0001
2016-01-05,43,81100,복리후생비,"400,000",0,,2016-01-05,0001
2016-01-05,43,81100,복리후생비,"80,000",0,,2016-01-05,0012
2016-01-05,43,10100,현금,0,"23,850,600",,2016-01-05,
2016-01-06,1,25300,미지급금,"121,312",0,03338,2016-01-06,
2016-01-06,1,10300,보통예금,0,"121,312",98003,2016-01-06,
2016-01-06,2,10300,보통예금,"358,132,540",0,98009,2016-01-06,
2016-01-06,2,10300,보통예금,"97,517,870",0,98009,2016-01-06,
2016-01-06,2,10300,보통예금,0,"445,191,570",98010,2016-01-06,
2016-01-06,2,90700,외환차익,0,"10,458,840",,2016-01-06,
2016-01-06,3,10300,보통예금,"831,350,044",0,98002,2016-01-06,
2016-01-06,3,10800,외상매출금,0,"820,400,000",03147,2016-01-06,0008
2016-01-06,3,90700,외환차익,0,"10,950,044",03147,2016-01-06,0008
2016-01-06,4,10300,보통예금,"838,969,420",0,98001,2016-01-06,
2016-01-06,4,10300,보통예금,"21,908,530",0,98001,2016-01-06,
2016-01-06,4,10300,보통예금,0,"856,896,970",98002,2016-01-06,
2016-01-06,4,90700,외환차익,0,"3,980,980",,2016-01-06,
2016-01-06,6,10100,현금,"10,000,000",0,,2016-01-06,
2016-01-06,6,10800,외상매출금,0,"10,000,000",01111,2016-01-06,0008
2016-01-06,7,10300,보통예금,"23,775,378",0,98010,2016-01-06,
2016-01-06,7,10800,외상매출금,0,"23,461,096",01201,2016-01-06,0006
2016-01-06,7,90700,외환차익,0,"314,282",,2016-01-06,0006
2016-01-06,8,10300,보통예금,"13,222,900",0,98002,2016-01-06,
2016-01-06,8,25900,선수금,0,"13,222,900",02107,2016-01-06,0008
2016-01-06,9,10300,보통예금,"3,811,500",0,98001,2016-01-06,
2016-01-06,9,10800,외상매출금,0,"2,887,500",05302,2016-01-06,0006
2016-01-06,9,10800,외상매출금,0,"924,000",05302,2016-01-06,0006
2016-01-06,10,10800,외상매출금,"2,980,000",0,04933,2016-01-06,0007
2016-01-06,10,40400,제품매출,0,"2,709,092",04933,2016-01-06,0007
2016-01-06,10,25500,부가세예수금,0,"270,908",04933,2016-01-06,
2016-01-06,13,10800,외상매출금,"51,356,148",0,03147,2016-01-06,0008
2016-01-06,13,25500,부가세예수금,0,0,03147,2016-01-06,
2016-01-06,13,40100,상품매출,0,"11,496,936",03147,2016-01-06,0008
2016-01-06,13,40400,제품매출,0,"39,859,212",03147,2016-01-06,0008
2016-01-06,14,52000,수선비,"320,000",0,00953,2016-01-06,0046
2016-01-06,14,13500,부가세대급금,"32,000",0,00953,2016-01-06,
2016-01-06,14,25300,미지급금,0,"352,000",00953,2016-01-06,0032
2016-01-06,17,53000,소모품비,"84,000",0,01571,2016-01-06,0045
2016-01-06,17,13500,부가세대급금,"8,400",0,01571,2016-01-06,
2016-01-06,17,25300,미지급금,0,"92,400",01571,2016-01-06,0032
2016-01-06,18,15200,부재료,"1,200,000",0,02951,2016-01-06,0013
2016-01-06,18,13500,부가세대급금,"120,000",0,02951,2016-01-06,
2016-01-06,18,25100,외상매입금,0,"1,320,000",02951,2016-01-06,0032
2016-01-06,19,10300,보통예금,"880,000",0,98001,2016-01-06,
2016-01-06,19,25900,선수금,0,"880,000",05606,2016-01-06,0006
2016-01-06,20,10300,보통예금,"52,549,996",0,98004,2016-01-06,
2016-01-06,20,10800,외상매출금,0,"51,710,984",01761,2016-01-06,0006
2016-01-06,20,90700,외환차익,0,"839,012",01761,2016-01-06,0006
2016-01-06,21,93100,이자비용,"20,038",0,98011,2016-01-06,
2016-01-06,21,10300,보통예금,0,"20,038",98011,2016-01-06,
2016-01-06,22,10300,보통예금,"200,000,000",0,98003,2016-01-06,
2016-01-06,22,10300,보통예금,0,"6,000,000",98011,2016-01-06,
2016-01-06,22,25600,당좌차월,0,"194,000,000",98011,2016-01-06,
2016-01-06,23,83100,지급수수료,"150,000",0,00307,2016-01-06,0008
2016-01-06,23,13500,부가세대급금,0,0,00307,2016-01-06,
2016-01-06,23,25300,미지급금,0,"150,000",00307,2016-01-06,0033
2016-01-07,1,93100,이자비용,"1,986,986",0,98003,2016-01-07,
2016-01-07,1,93100,이자비용,"475,572",0,98003,2016-01-07,
2016-01-07,1,10300,보통예금,0,"2,462,558",98003,2016-01-07,
2016-01-07,2,81100,복리후생비,"1,500,000",0,,2016-01-07,0003
2016-01-07,2,13100,선급금,"200,000",0,05000,2016-01-07,
2016-01-07,2,25300,미지급금,"220,000",0,03909,2016-01-07,
2016-01-07,2,25300,미지급금,"586,420",0,01948,2016-01-07,
2016-01-07,2,13100,선급금,"371,640",0,03680,2016-01-07,0008
2016-01-07,2,25300,미지급금,"3,542,000",0,00678,2016-01-07,
2016-01-07,2,25300,미지급금,"306,220",0,02347,2016-01-07,
2016-01-07,2,10300,보통예금,0,"6,726,280",98003,2016-01-07,
2016-01-07,3,10300,보통예금,"463,890,934",0,98009,2016-01-07,
2016-01-07,3,10800,외상매출금,0,"469,580,316",02939,2016-01-07,0008
2016-01-07,3,93200,외환차손,"5,689,382",0,02939,2016-01-07,
2016-01-07,4,10300,보통예금,"26,400",0,98001,2016-01-07,
2016-01-07,4,82300,경상연구개발비,"-26,400",0,00290,2016-01-07,0018
